FID,anzahl_els,anzahl_lp_ac,anzahl_lp_alle,anzahl_lp_dc,anzahl_stpl,aufstelldatum,bemerkung,stadtbezirk,standort,haupttyp,haupttyp_bedeutung,shape
opendata_ruhver_els_point.127,2,4,4,0,4,2018-11-28T00:00:00,,8,Ridlerstr. 55,0,In Betrieb befindliche Ladesäulen,POINT (688394.0730007698 5334315.800098166)
opendata_ruhver_els_point.128,2,4,4,0,4,2019-04-29T00:00:00,,25,Fürstenriederstr. 154 / Saherrstraße,0,In Betrieb befindliche Ladesäulen,POINT (686199.2672007263 5333440.155698288)
opendata_ruhver_els_point.129,2,4,4,0,4,2019-10-16T00:00:00,,25,Inderstorferstr. 2,0,In Betrieb befindliche Ladesäulen,POINT (686153.3428007255 5333667.745398291)
opendata_ruhver_els_point.130,2,4,4,0,4,2018-12-05T00:00:00,Senkrechtparker,25,Aindorferstr. 91a,0,In Betrieb befindliche Ladesäulen,POINT (686003.9546007224 5333899.750998299)
opendata_ruhver_els_point.131,2,4,4,0,4,2019-09-11T00:00:00,,25,Guido-Schneble-Str. 76,0,In Betrieb befindliche Ladesäulen,POINT (685616.5573007159 5333663.21229832)
opendata_ruhver_els_point.132,2,4,4,0,4,2018-12-12T00:00:00,Senkrechtparker,20,Alpenveilchenstr. 1 / Gondrellpl. 1,0,In Betrieb befindliche Ladesäulen,POINT (685289.4648007089 5333171.353398336)
opendata_ruhver_els_point.133,2,4,4,0,4,2019-09-04T00:00:00,,25,Hönigschmidplatz,0,In Betrieb befindliche Ladesäulen,POINT (685229.8262007076 5333760.608798339)
opendata_ruhver_els_point.134,2,4,4,0,4,2018-12-05T00:00:00,,25,Aindorferstr. 135,0,In Betrieb befindliche Ladesäulen,POINT (685594.1170007145 5334010.582798319)
opendata_ruhver_els_point.135,1,2,2,0,2,2018-12-05T00:00:00,,20,Türkenbundweg 9 / Ecke Krokusstr.,0,In Betrieb befindliche Ladesäulen,POINT (684670.1611006971 5333297.808798367)
opendata_ruhver_els_point.136,2,4,4,0,4,2019-03-27T00:00:00,,20,Terofalstr. 4 / Ecke Rolf-Pinegger-Str.,0,In Betrieb befindliche Ladesäulen,POINT (684346.7478006909 5333246.0858983835)
opendata_ruhver_els_point.137,2,4,4,0,4,2019-09-18T00:00:00,,20,Blumenauer Straße 21 - Südseite in der Wastl-Witt-Str.,0,In Betrieb befindliche Ladesäulen,POINT (684066.1081006856 5333507.178998396)
opendata_ruhver_els_point.138,1,2,2,0,2,2019-04-29T00:00:00,,20,Silberdistelstraße 55,0,In Betrieb befindliche Ladesäulen,POINT (684407.147600692 5333681.56389838)
opendata_ruhver_els_point.139,2,4,4,0,4,2019-09-04T00:00:00,,25,Agnes-Bernauer-Platz 8,0,In Betrieb befindliche Ladesäulen,POINT (685710.6557007167 5334898.457198311)
opendata_ruhver_els_point.140,3,2,2,0,4,2019-05-29T00:00:00,offenbar nur 2 ELS,25,Landsberger Str. 337,0,In Betrieb befindliche Ladesäulen,POINT (685493.0947007125 5335296.794698322)
opendata_ruhver_els_point.141,1,2,2,0,2,2018-12-21T00:00:00,,21,Mallnitzer Str. 60,0,In Betrieb befindliche Ladesäulen,POINT (684955.0472007022 5335039.1530983485)
opendata_ruhver_els_point.142,1,2,2,0,2,2018-11-28T00:00:00,,21,ggü. Bäckerstr. 14,0,In Betrieb befindliche Ladesäulen,POINT (683100.4798006677 5335417.98359844)
opendata_ruhver_els_point.143,2,3,5,2,4,2018-11-07T00:00:00,Umbau Q1 / 2021,21,Kaflerstr. 15,60,In Betrieb befindliche Schnellladesäulen,POINT (682807.8424006624 5335859.142398452)
opendata_ruhver_els_point.144,2,4,4,0,4,2018-07-16T00:00:00,,21,Volmstr. 31,0,In Betrieb befindliche Ladesäulen,POINT (682494.5537006566 5335878.768898467)
opendata_ruhver_els_point.145,1,2,2,0,2,2018-11-07T00:00:00,1 LP für Carsharing,22,Mobilitätsstation: Mainaustraße 71,50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (681052.0077006309 5335722.744798533)
opendata_ruhver_els_point.146,1,2,2,0,2,2018-07-11T00:00:00,beide LP für Carsharing,22,"Mobilitätsstation Westkreuz, Friedrichshafener Straße",50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (681640.3918006413 5335638.2480985075)
opendata_ruhver_els_point.147,1,1,3,2,2,2018-07-18T00:00:00,,21,Wensauerplatz/August-Exter-Straße,60,In Betrieb befindliche Schnellladesäulen,POINT (683163.6975006687 5336055.371298437)
opendata_ruhver_els_point.148,2,4,4,0,4,2018-07-16T00:00:00,,21,Josef-Lang-Str.7,0,In Betrieb befindliche Ladesäulen,POINT (683823.556200682 5335913.588798405)
opendata_ruhver_els_point.149,2,4,4,0,4,2018-11-28T00:00:00,,9,Rosa-Bavarese-Str. 1,0,In Betrieb befindliche Ladesäulen,POINT (686140.4946007248 5335662.40159829)
opendata_ruhver_els_point.150,1,2,2,0,2,2018-07-11T00:00:00,1 LP für Carsharing,22,"Mobilitätsstation Neuaubing, Bodenseestraße",50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (680253.8855006173 5335025.304998566)
opendata_ruhver_els_point.151,1,2,2,0,2,2018-07-18T00:00:00,1 LP für Carsharing,22,Mobilitätsstation Wiesentfelsstr.,50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (679528.4421006048 5335389.3453985965)
opendata_ruhver_els_point.152,1,2,2,0,2,2018-07-18T00:00:00,1 LP für Carsharing,22,Mobilitätsstation Aubing,50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (679545.781800605 5336411.088298595)
opendata_ruhver_els_point.153,1,2,2,0,2,2018-10-03T00:00:00,1 LP für Carsharing,22,Mobilitätsstation: Ilse-Fehling-Straße,50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (680535.4857006219 5336422.580298553)
opendata_ruhver_els_point.154,2,4,4,0,4,2018-10-24T00:00:00,,21,Peter-Kreuder-Straße 5,0,In Betrieb befindliche Ladesäulen,POINT (681866.5744006453 5336945.255398494)
opendata_ruhver_els_point.155,1,2,2,0,2,2018-10-03T00:00:00,1 LP für Carsharing,22,Mobilitätsstation Freiham,50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (679353.8507006022 5334586.111898605)
opendata_ruhver_els_point.156,2,4,4,0,4,2018-11-28T00:00:00,,10,Donauwörthstraße 51 ggü.,0,In Betrieb befindliche Ladesäulen,POINT (685543.3586007126 5339782.170298314)
opendata_ruhver_els_point.157,1,2,2,0,2,2018-11-28T00:00:00,,10,Riesstraße Ecke Werner-Friedmann-Bogen,0,In Betrieb befindliche Ladesäulen,POINT (688559.3001007722 5339910.470098148)
opendata_ruhver_els_point.158,3,6,6,0,6,2018-10-03T00:00:00,,10,Gärtnerstraße 60,0,In Betrieb befindliche Ladesäulen,POINT (688114.4541007634 5339142.722898175)
opendata_ruhver_els_point.159,2,4,4,0,4,2019-06-06T00:00:00,,12,Leopoldstraße 49 / Südseite Kaiserstraße,0,In Betrieb befindliche Ladesäulen,POINT (692258.642300851 5337358.314497923)
opendata_ruhver_els_point.160,1,2,2,0,2,2018-10-03T00:00:00,,12,Mobilitätsstation Max-Bill-Straße 14,50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (692727.6361008605 5340332.032597885)
opendata_ruhver_els_point.161,1,2,2,0,2,2017-05-24T00:00:00,E-Plan Ladesäulenstandort,4,Birnauer Straße 3,0,In Betrieb befindliche Ladesäulen,POINT (690730.5026008176 5338940.854398018)
opendata_ruhver_els_point.162,2,4,4,0,4,2018-09-05T00:00:00,,10,Pickelstr. 1,0,In Betrieb befindliche Ladesäulen,POINT (688440.7327007703 5338208.956798157)
opendata_ruhver_els_point.163,1,2,2,0,2,2018-12-21T00:00:00,,2,Goetheplatz (City2Share),50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (690353.0603008106 5333826.78899805)
opendata_ruhver_els_point.164,1,2,2,0,2,2019-08-21T00:00:00,,6,Esswurmstr. 5-7 / Roter-Turm-Platz 11,0,In Betrieb befindliche Ladesäulen,POINT (689524.9484007936 5331983.256498106)
opendata_ruhver_els_point.165,2,4,4,0,4,2018-10-10T00:00:00,,10,Emmy-Noether-Straße 2,0,In Betrieb befindliche Ladesäulen,POINT (688175.2872007646 5338432.5686981715)
opendata_ruhver_els_point.166,1,2,2,0,2,2019-11-20T00:00:00,Zwischen den Fahrzeugen mit Anfahrschutz,13,Schnorr-von-Carolsfeld-Straße 17,0,In Betrieb befindliche Ladesäulen,POINT (696822.1395009556 5337181.351497595)
opendata_ruhver_els_point.167,1,2,2,0,2,2019-07-10T00:00:00,,13,Delpstr. 34 / Denninger Straße 32,0,In Betrieb befindliche Ladesäulen,POINT (694354.3400008981 5336165.35899778)
opendata_ruhver_els_point.168,1,2,2,0,2,2019-07-10T00:00:00,,13,Delpstr. 17,0,In Betrieb befindliche Ladesäulen,POINT (694273.0511008964 5335845.805397786)
opendata_ruhver_els_point.169,1,2,2,0,2,2019-11-20T00:00:00,,13,Beetzstr. 7,0,In Betrieb befindliche Ladesäulen,POINT (694081.7991008923 5335327.681397802)
opendata_ruhver_els_point.170,2,4,4,0,4,2019-10-15T00:00:00,,13,Ismaninger Straße 57,0,In Betrieb befindliche Ladesäulen,POINT (693486.0456008787 5335374.547697843)
opendata_ruhver_els_point.171,2,4,4,0,4,2019-07-10T00:00:00,,13,Sternwartstr. 4,0,In Betrieb befindliche Ladesäulen,POINT (693685.433000883 5335766.08429783)
opendata_ruhver_els_point.172,1,2,2,0,2,2019-07-10T00:00:00,,13,Pienzenauerstr. 1 / Kufsteinplatz 1,0,In Betrieb befindliche Ladesäulen,POINT (693500.7136008788 5336291.979297842)
opendata_ruhver_els_point.173,2,4,4,0,4,2019-07-10T00:00:00,,13,Kolbergstr. 15,0,In Betrieb befindliche Ladesäulen,POINT (693808.1704008856 5336371.22069782)
opendata_ruhver_els_point.174,1,2,2,0,2,2019-05-29T00:00:00,,5,Lucile-Grahn-Str. 24,0,In Betrieb befindliche Ladesäulen,POINT (694000.9473008905 5334621.912697811)
opendata_ruhver_els_point.175,1,2,2,0,2,2019-05-29T00:00:00,,5,Steinstr. 29,0,In Betrieb befindliche Ladesäulen,POINT (693175.755400872 5334284.781897867)
opendata_ruhver_els_point.176,1,2,2,0,2,2019-05-15T00:00:00,,5,Holzhofstr. 4 / ggü. Holzhofstraße 1,0,In Betrieb befindliche Ladesäulen,POINT (692955.5949008672 5334237.0600978825)
opendata_ruhver_els_point.177,2,4,4,0,4,2019-05-29T00:00:00,,5,Aurbachstr. 11 / ggü. Aurbacherstr. 8,0,In Betrieb befindliche Ladesäulen,POINT (692761.5597008629 5333171.991797897)
opendata_ruhver_els_point.178,2,4,4,0,4,2019-05-15T00:00:00,,5,Lilienstr. 55 / ggü. Lilienstr. 42,0,In Betrieb befindliche Ladesäulen,POINT (692398.8695008549 5333826.457697921)
opendata_ruhver_els_point.179,2,4,4,0,4,2019-05-29T00:00:00,,5,Eduard-Schmid-Str. 2 / Schweigerstr. 2,0,In Betrieb befindliche Ladesäulen,POINT (692032.1474008468 5333712.440997944)
opendata_ruhver_els_point.180,2,4,4,0,4,2019-05-08T00:00:00,,5,Sommerstr. 1 / Kolumbusstr. 1 / Schlotthauerstr. 4,0,In Betrieb befindliche Ladesäulen,POINT (691676.932700839 5333181.325297969)
opendata_ruhver_els_point.181,1,2,2,0,2,2019-06-05T00:00:00,,12,ggü. Feilitzschstr. 17,0,In Betrieb befindliche Ladesäulen,POINT (692572.8375008579 5337438.626397902)
opendata_ruhver_els_point.182,1,2,2,0,2,2019-06-05T00:00:00,,12,Nikolaistraße / Ecke Leopoldstr. 56,0,In Betrieb befindliche Ladesäulen,POINT (692285.6236008515 5337213.608097921)
opendata_ruhver_els_point.183,2,4,4,0,4,2019-09-11T00:00:00,,12,Hörwarthstr. 2,0,In Betrieb befindliche Ladesäulen,POINT (692242.3019008504 5338269.249897922)
opendata_ruhver_els_point.184,1,2,2,0,2,2019-09-11T00:00:00,,12,Berliner Straße 68 / Ecke Schinkelstraße 2,0,In Betrieb befindliche Ladesäulen,POINT (692525.3789008565 5338879.409897903)
opendata_ruhver_els_point.185,2,4,4,0,4,2019-09-11T00:00:00,,12,Stengelstraße 2,0,In Betrieb befindliche Ladesäulen,POINT (692863.147900864 5338424.421997881)
opendata_ruhver_els_point.186,2,4,4,0,4,2019-09-11T00:00:00,,12,Grünecker Straße 14 / Ecke Kohlrauschstraße 19,0,In Betrieb befindliche Ladesäulen,POINT (693031.3511008675 5339509.700197866)
opendata_ruhver_els_point.187,1,2,2,0,2,2018-04-05T00:00:00,,10,Agnes-Pockels-Bogen 1,0,In Betrieb befindliche Ladesäulen,POINT (688265.6010007665 5338656.678198167)
opendata_ruhver_els_point.188,2,4,4,0,4,2019-10-16T00:00:00,,17,Weißenseestr. 1,0,In Betrieb befindliche Ladesäulen,POINT (693197.6727008731 5331526.068597871)
opendata_ruhver_els_point.189,2,4,4,0,4,2018-09-05T00:00:00,,6,Kidlerplatz (City2Share),50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (689148.6784007855 5332414.607498127)
opendata_ruhver_els_point.190,2,4,4,0,4,2018-10-03T00:00:00,,9,Raglovichstr. 3,0,In Betrieb befindliche Ladesäulen,POINT (688907.7128007798 5337189.531498131)
opendata_ruhver_els_point.191,2,4,4,0,4,2018-10-03T00:00:00,,9,Albrechtstr. 14,0,In Betrieb befindliche Ladesäulen,POINT (689002.7283007818 5336564.749598128)
opendata_ruhver_els_point.192,1,2,2,0,2,2018-04-12T00:00:00,SWM Privatgrund,9,Landshuter Allee 54,0,In Betrieb befindliche Ladesäulen,POINT (688722.2554007762 5336443.711598145)
opendata_ruhver_els_point.193,1,2,2,0,2,2017-03-17T00:00:00,wird in Q1/23 um 1 Ladesäule erweitert,9,Ysenburgstr./Nymphenburgstr. 168,0,In Betrieb befindliche Ladesäulen,POINT (688420.9552007699 5336523.235098161)
opendata_ruhver_els_point.194,2,4,4,0,4,2018-10-03T00:00:00,,9,Hirschbergstraße 2 / Landshuter Allee 27,0,In Betrieb befindliche Ladesäulen,POINT (688622.4598007742 5335986.91909815)
opendata_ruhver_els_point.195,2,4,4,0,4,2018-11-14T00:00:00,,9,Sedlmayerstr. 10a,0,In Betrieb befindliche Ladesäulen,POINT (688285.2534007676 5335692.157598171)
opendata_ruhver_els_point.196,1,2,2,0,2,2018-10-24T00:00:00,,9,Burghausenerstr. 1,0,In Betrieb befindliche Ladesäulen,POINT (688158.5273007647 5335600.548398177)
opendata_ruhver_els_point.197,1,2,2,0,2,2018-11-28T00:00:00,,9,Wendel-Dietrich-Str. 21a,0,In Betrieb befindliche Ladesäulen,POINT (687967.621300761 5336249.695198188)
opendata_ruhver_els_point.198,2,4,4,0,4,2018-12-12T00:00:00,,9,Steubenpl.3,0,In Betrieb befindliche Ladesäulen,POINT (687423.31410075 5336173.099498218)
opendata_ruhver_els_point.199,2,4,4,0,4,2018-11-14T00:00:00,,9,Lierstr. 14,0,In Betrieb befindliche Ladesäulen,POINT (686795.3802007375 5336348.309798253)
opendata_ruhver_els_point.200,2,4,4,0,4,2018-10-24T00:00:00,,9,Kriemhildenstr. 40,0,In Betrieb befindliche Ladesäulen,POINT (686650.6543007346 5336205.020398259)
opendata_ruhver_els_point.201,2,4,4,0,4,2018-11-14T00:00:00,,9,Gaßnerstr. 6,0,In Betrieb befindliche Ladesäulen,POINT (686590.3745007336 5336527.248198264)
opendata_ruhver_els_point.202,2,4,4,0,4,2018-11-28T00:00:00,,9,Romanstr. 70a,0,In Betrieb befindliche Ladesäulen,POINT (686867.1205007388 5336646.365698247)
opendata_ruhver_els_point.203,2,4,4,0,4,2019-06-05T00:00:00,,9,Waisenhausstr. 52,0,In Betrieb befindliche Ladesäulen,POINT (688058.1026007625 5337534.012098181)
opendata_ruhver_els_point.204,3,6,6,0,6,2018-11-12T00:00:00,"am 30.03.2023 neu Standortbegangen mit 3. AC Ladesäule. (Stellplatzlänge 6,0m)",9,Schloßschmidstr. 15,0,In Betrieb befindliche Ladesäulen,POINT (687310.8733007477 5335661.882598224)
opendata_ruhver_els_point.205,2,4,4,0,4,2019-10-16T00:00:00,,25,Landsberger Str. 261/259,0,In Betrieb befindliche Ladesäulen,POINT (686677.7720007355 5335159.822998259)
opendata_ruhver_els_point.206,2,4,4,0,4,2018-11-07T00:00:00,,25,Hans-Thonauer-Straße 34,0,In Betrieb befindliche Ladesäulen,POINT (686942.2994007409 5333967.013198247)
opendata_ruhver_els_point.207,2,4,4,0,4,2018-11-07T00:00:00,,25,Fachnerstraße 52,0,In Betrieb befindliche Ladesäulen,POINT (686717.3228007364 5333924.67429826)
opendata_ruhver_els_point.208,2,4,4,0,4,2018-12-05T00:00:00,,8,Barthstr. 15,0,In Betrieb befindliche Ladesäulen,POINT (688081.9379007635 5334876.547398183)
opendata_ruhver_els_point.209,2,4,4,0,4,2018-11-07T00:00:00,,25,Ludwig-Richter-Straße 21,0,In Betrieb befindliche Ladesäulen,POINT (687310.337700748 5334650.309998226)
opendata_ruhver_els_point.210,2,4,4,0,4,2017-12-04T00:00:00,,16,ggü. Rosenheimerstr. 172/Karl-Preis-Platz,0,In Betrieb befindliche Ladesäulen,POINT (694208.9319008957 5332710.2939978)
opendata_ruhver_els_point.211,2,4,4,0,4,2018-07-11T00:00:00,,16,ggü. Langbürgener Str. 4,0,In Betrieb befindliche Ladesäulen,POINT (694461.5191009017 5331846.010897784)
opendata_ruhver_els_point.212,1,2,2,0,2,2018-05-09T00:00:00,Reduktion von 3 auf 1 ELS am 17.01.2019,16,Hofangerstr. 84,0,In Betrieb befindliche Ladesäulen,POINT (695563.3247009272 5331891.040697702)
opendata_ruhver_els_point.213,2,4,4,0,4,2017-09-07T00:00:00,,16,Carl-Wery-Straße 42,0,In Betrieb befindliche Ladesäulen,POINT (696963.9818009611 5329361.459997604)
opendata_ruhver_els_point.214,2,4,4,0,4,2017-09-07T00:00:00,,16,Thomas-Dehler-Straße 20,0,In Betrieb befindliche Ladesäulen,POINT (696906.5763009593 5330631.263997603)
opendata_ruhver_els_point.215,2,4,4,0,4,2017-09-07T00:00:00,,16,Pfanzeltplatz 5,0,In Betrieb befindliche Ladesäulen,POINT (695860.7594009346 5330860.970197684)
opendata_ruhver_els_point.216,2,4,4,0,4,2017-09-27T00:00:00,,17,Wikingerstr. 51 / Cicinnatistr. 62 ,0,In Betrieb befindliche Ladesäulen,POINT (693502.6502008804 5329776.2141978545)
opendata_ruhver_els_point.217,2,4,4,0,4,2017-09-27T00:00:00,,18,Oberbibergerstr. 6,0,In Betrieb befindliche Ladesäulen,POINT (692155.4459008502 5330325.753097944)
opendata_ruhver_els_point.218,2,4,4,0,4,2018-08-22T00:00:00,,3,ggü. Sandstr. 47,0,In Betrieb befindliche Ladesäulen,POINT (690215.0100008072 5336187.002398055)
opendata_ruhver_els_point.219,1,2,2,0,2,2018-08-22T00:00:00,,9,Liprunstr. 57 / Lothstr.,0,In Betrieb befindliche Ladesäulen,POINT (689602.7395007946 5336295.435998092)
opendata_ruhver_els_point.220,1,2,2,0,2,2018-08-22T00:00:00,,9,Mailingerstr. 9,0,In Betrieb befindliche Ladesäulen,POINT (689350.3962007891 5335983.825098108)
opendata_ruhver_els_point.221,2,4,4,0,4,2018-08-22T00:00:00,,9,Mailingerstr. 30,0,In Betrieb befindliche Ladesäulen,POINT (689180.0529007857 5335796.702998118)
opendata_ruhver_els_point.222,2,4,4,0,4,2018-08-22T00:00:00,,9,Erika-Mann-Straße 59,0,In Betrieb befindliche Ladesäulen,POINT (688743.9050007768 5335348.511398144)
opendata_ruhver_els_point.223,2,4,4,0,4,2019-10-15T00:00:00,,2,Reisingerstr. 10,0,In Betrieb befindliche Ladesäulen,POINT (690852.7802008212 5334025.508398019)
opendata_ruhver_els_point.224,2,4,4,0,4,2019-04-17T00:00:00,,2,Klenzestr. 82,0,In Betrieb befindliche Ladesäulen,POINT (691234.3383008294 5333516.170897995)
opendata_ruhver_els_point.225,2,4,4,0,4,2019-10-16T00:00:00,,2,Baaderstr. 50,0,In Betrieb befindliche Ladesäulen,POINT (691782.8462008412 5333946.93649796)
opendata_ruhver_els_point.226,1,2,2,0,2,2017-08-18T00:00:00,,2,Morassistr. 10 - 14,0,In Betrieb befindliche Ladesäulen,POINT (692145.32650085 5334221.251397938)
opendata_ruhver_els_point.227,2,4,4,0,4,2019-05-15T00:00:00,,5,Innere Wiener Str. 7,0,In Betrieb befindliche Ladesäulen,POINT (692918.9182008661 5334374.121497885)
opendata_ruhver_els_point.228,1,1,3,2,2,2020-12-01T00:00:00,Erster neuer DC Standort,5,Pariser Straße 30,60,In Betrieb befindliche Schnellladesäulen,POINT (693384.8353008768 5333742.790897855)
opendata_ruhver_els_point.229,2,4,4,0,4,2019-05-29T00:00:00,,5,Sckellstr. 2,0,In Betrieb befindliche Ladesäulen,POINT (693149.6467008713 5334590.6225978695)
opendata_ruhver_els_point.230,3,6,6,0,6,2019-11-20T00:00:00,"Senkrechtparker mit 2,5m Stpl.Breite, am 30.03.2023 Standortbegangen für eine Dritte AC Ladesäule",1,ggü. Adelgundenstr. 1 / Ecke Thierschstr. 25,0,In Betrieb befindliche Ladesäulen,POINT (692426.7140008552 5334561.5778979175)
opendata_ruhver_els_point.231,2,4,4,0,4,2019-05-15T00:00:00,,1,Widenmayerstr. 14,0,In Betrieb befindliche Ladesäulen,POINT (692936.6157008664 5335123.486397883)
opendata_ruhver_els_point.232,2,4,4,0,4,2019-05-08T00:00:00,,1,ggü. Seeaustraße 1,0,In Betrieb befindliche Ladesäulen,POINT (692878.0035008652 5335569.075897885)
opendata_ruhver_els_point.233,2,4,4,0,4,2019-04-17T00:00:00,,1,Prinzregentenstr. 18 in Bruderstraße,0,In Betrieb befindliche Ladesäulen,POINT (692435.9914008554 5335437.070697915)
opendata_ruhver_els_point.234,2,4,4,0,4,2019-08-21T00:00:00,,1,Galeriestr. 4,0,In Betrieb befindliche Ladesäulen,POINT (691940.2801008443 5335502.833097947)
opendata_ruhver_els_point.235,2,4,4,0,4,2019-08-21T00:00:00,,3,Theresienstraße 48,0,In Betrieb befindliche Ladesäulen,POINT (691455.2288008338 5336000.392397978)
opendata_ruhver_els_point.236,2,4,4,0,4,2019-04-10T00:00:00,,3,ggü. Amalienstraße 93,0,In Betrieb befindliche Ladesäulen,POINT (691843.593000842 5336379.694597952)
opendata_ruhver_els_point.237,2,4,4,0,4,2019-11-20T00:00:00,,12,Leopoldstraße 7 / Nordseite Georgenstraße,0,In Betrieb befindliche Ladesäulen,POINT (692065.7709008469 5336665.504097936)
opendata_ruhver_els_point.238,2,4,4,0,4,2019-06-06T00:00:00,,12,Leopoldstr. 30 / Nordseite Giselastr.,0,In Betrieb befindliche Ladesäulen,POINT (692174.3629008492 5336816.98839793)
opendata_ruhver_els_point.239,2,4,4,0,4,2019-12-11T00:00:00,,12,Leopoldstr. 19 Ecke Franz-Joseph-Str.,0,In Betrieb befindliche Ladesäulen,POINT (692146.9614008486 5337010.047097931)
opendata_ruhver_els_point.240,1,2,2,0,2,2019-10-30T00:00:00,,12,Franz-Joseph-Str. 23 / Ostseite Friedrichstraße,0,In Betrieb befindliche Ladesäulen,POINT (691857.7677008423 5337037.365197949)
opendata_ruhver_els_point.241,2,4,4,0,4,2019-04-10T00:00:00,,4,Ainmillerstr. 39,0,In Betrieb befindliche Ladesäulen,POINT (691559.5672008359 5337190.776097969)
opendata_ruhver_els_point.242,1,2,2,0,2,2017-09-01T00:00:00,E-Plan Ladesäulenstandort,4,Bauerstr. 4,0,In Betrieb befindliche Ladesäulen,POINT (691411.3855008325 5337168.662797978)
opendata_ruhver_els_point.243,2,4,4,0,4,2019-04-29T00:00:00,,4,Jakob-Klar-Str. 14 / Hohenzollernstr. 69,0,In Betrieb befindliche Ladesäulen,POINT (691253.8377008293 5337339.802797988)
opendata_ruhver_els_point.244,2,4,4,0,4,2019-04-10T00:00:00,,4,Georgenstr. 104,0,In Betrieb befindliche Ladesäulen,POINT (690950.3995008229 5336919.1865980085)
